Id,SalePrice
2658,155418.61006948288
2718,145140.83659483457
2414,184394.58844364292
1989,106507.14855169636
625,181583.50571196573
333,93995.95904657923
1327,109088.55725058066
858,159718.15642501338
95,197534.456849684
1568,182345.63977804861
2482,163079.8767744442
1364,114516.57703218299
2584,157065.260339743
818,353472.007252738
2673,162499.4237002335
2089,127989.34910882771
1297,150492.71877877548
790,111673.66987982867
2616,213340.64976852754
720,191125.41384596832
222,132239.360998152
557,119551.7066879388
1148,197325.08838682494
2766,174362.67364557897
534,180848.87489931594
1452,126029.26341013607
630,121744.83083306641
2648,123659.59590902334
125,146454.19346443863
1904,63425.69945026297
1670,112055.60029942586
756,92099.6208297852
717,252934.06035629194
1032,176424.22596612037
852,216964.18535295877
1731,163009.99969416574
2639,112148.31683089562
2071,93266.92924272022
1267,115455.8109552353
1851,203314.64775317902
567,152727.02460424168
2439,199685.33448949392
1898,150278.15227923068
647,159641.28707858347
2256,243455.72245970258
979,108565.86919000774
1444,217750.9837137821
2485,120403.46417510707
157,127324.7361508107
88,121027.25634925638
2003,103169.27873809176
186,204454.2758724943
1425,245809.5372547736
2695,117151.7096671102
738,100451.20961267839
395,146443.48248035548
1353,156111.7762330952
1878,141589.24340284977
390,189077.73026548346
1456,236794.28283883454
1103,353361.3978160613
1387,126441.790562449
2070,138062.2178194402
1199,191890.96432460376
2479,168728.15388333995
501,316433.4927792398
2362,99045.94516057151
1718,214770.33566491754
2188,81516.3904933343
1483,169950.85660334234
2557,71476.98081856132
437,355449.42159541533
2224,202188.91545929655
1628,169376.20456023602
397,132117.38685536906
587,199004.09468454577
2182,494708.94248076715
971,141459.53346451867
2611,152261.3602014894
1887,99458.4478510523
2399,361925.1519634303
2148,210865.5045633353
304,108452.89069852007
1997,130058.43817765855
2817,128755.33259327145
1431,184513.4114209582
427,348537.2851338454
263,132261.05862621282
598,197254.93339189718
2895,264620.4096575532
687,163602.50191316902
1822,126992.21503575888
2191,113063.99080502719
179,129125.4673596567
1009,218659.27223061156
2010,119988.64123700731
1991,135634.5440624674
1411,138501.37537961442
1721,241198.9240692471
1144,179529.6723196986
593,211649.37665812584
575,297380.52951682336
1249,188897.55413527766
1604,122159.03029881147
1064,496490.1649109842
1923,154144.77378173074
1988,99456.15331590635
2325,176958.83177397947
114,206892.08078106993
2700,175668.93323291882
217,93324.37636782769
343,191046.82580388273
386,232759.79667353237
